mid,name,rank,birthd0y,sign,level,vipType,vipStatus,following,fans
631615492,'bili_59207824393',5000,0,0,0,0,0,1,0
631615494,'遇见鐢',10000,0,0,0,0,0,46,0
631615514,'bili_65486664091',10000,0,0,0,0,0,5,1
631615521,'兴欣寒烟柔rou',10000,1,0,1,1,1,46,8
631615522,'bili_91559701145',10000,0,0,0,0,0,24,0
631615530,'bili_52372895911',10000,0,0,0,0,0,2,0
631615531,'bili_32162919610',5000,0,0,0,0,0,2,0
631615533,'bili_52519210987',5000,0,0,0,0,0,49,0
631615536,'怎么吃都吃不饱鸭-',10000,0,0,0,0,0,3,0
631615547,'bili_44227596507',5000,0,0,0,0,0,2,0
631615549,'Icey的迷弟',5000,0,0,0,0,0,22,0
631615557,'bili_33177825753',5000,0,0,0,0,0,2,0
631615565,'bili_51122802570',5000,0,0,0,0,0,31,0
631615569,'秃头依然用飘柔',10000,1,0,1,0,0,16,0
631615572,'bili_12912293522',5000,0,0,0,0,0,1,0
631615573,'bili_68111951310',5000,0,0,0,1,0,1,0
631615575,'绉染',5000,0,0,0,0,0,11,1
631615589,'喔喔额00',10000,0,0,1,1,1,103,2
631615594,'bili_31206991565',10000,0,0,0,0,0,0,0
631615595,'bili_86369059441',10000,0,0,0,0,0,16,0
631615600,'あう上坂走丸',10000,0,1,0,0,0,39,1
631615601,'bili_64823945244',5000,0,0,0,1,0,0,0
631615604,'bili_68428865581',5000,0,0,0,0,0,1,0
631615607,'bili_77193697483',5000,0,0,0,0,0,2,0
631615619,'bili_92580675121',5000,0,0,0,0,0,1,0
631615627,'bili_98637159864',5000,0,0,0,0,0,1,0
631615630,'bili_84018104398',5000,0,0,0,0,0,1,0
631615632,'bili_49357686829',10000,0,1,0,0,0,0,0
631615642,'幽默之灵_官方账号',10000,0,1,1,1,1,26,5
631615647,'SugEric',10000,0,0,0,0,0,4,0
631615652,'bili_41413692306',5000,0,0,0,0,0,3,0
631615654,'桑稚与蚕',10000,0,1,0,0,0,1,1
631615656,'路仁甲1',5000,0,1,0,0,0,1,0
631615659,'不会安分',10000,0,0,1,1,0,135,2
631615668,'bili_18476017690',5000,0,0,0,0,0,13,0
631615669,'-Echo4C',10000,0,0,0,1,0,18,0
631615678,'bili_67137118023',5000,0,0,0,0,0,1,0
631615682,'小橙5555',10000,0,0,1,0,0,11,0
631615683,'庆怡云',10000,0,0,0,0,0,3,0
631615686,'舒舒要有马甲线',5000,0,0,0,0,0,4,0
631615700,'bili_14272725434',5000,0,0,0,0,0,2,0
631615701,'不是三轮的三輪',10000,0,0,1,1,0,50,0
631615710,'bili_50628723374',10000,0,0,0,0,0,2,0
631615721,'bili_51991060703',5000,0,0,0,0,0,5,0
631615722,'bili_65078665963',10000,0,0,0,0,0,0,0
631615725,'客气什么0019',5000,0,0,0,0,0,2,0
631615727,'火力哥2022',10000,1,0,0,1,0,3,0
631615732,'bili_87368738572',10000,0,0,0,1,0,0,0
631615734,'桃桃星冰乐_sean',10000,0,0,0,0,0,0,0
631615737,'bili_59405313299',5000,0,0,0,0,0,16,0
631615738,'尊贵的大会员hh',10000,0,1,1,1,0,10,0
631615741,'bili_23511472882',5000,0,0,0,1,1,15,0
631615743,'bili_87640888217',5000,0,0,0,0,0,2,0
631615750,'环游甜味星球-',5000,0,0,0,0,0,1,0
631615755,'bili_64722572830',5000,0,0,0,1,0,2,0
631615761,'卡乐弗气球派对',10000,0,1,0,0,0,0,219
631615765,'李某不稳得很',10000,0,0,1,2,1,6,1
631615767,'bili_39162944162',10000,0,0,0,0,0,0,0
631615775,'bili_94637469260',10000,0,0,0,1,0,1,0
631615776,'only丶璀璨gg',10000,0,0,0,0,0,1,0
631615778,'小猫丶3',10000,0,0,0,0,0,0,0
631615783,'bili_24869554925',5000,0,0,0,0,0,11,0
631615787,'窗花阿絮',10000,0,0,0,0,0,2,0
631615792,'bili_31602874797',5000,0,0,0,0,0,17,0
631615798,'宇宙第一可爱的小茶币',10000,0,0,0,0,0,5,0
631615799,'bili_53914075107',5000,0,0,0,1,0,2,0
631615804,'晴天一夜梨花来',10000,0,0,0,0,0,7,0
631615809,'bili_35254209385',5000,0,0,0,0,0,2,0
631615810,'bili_30132720311',5000,0,0,0,1,0,2,0
631615814,'bili_80497259456',5000,0,0,0,0,0,1,0
631615815,'队友且贼坑',10000,0,0,1,0,0,183,0
631615816,'bili_49596046955',5000,0,0,0,0,0,1,0
631615825,'焯小弟',10000,0,0,1,0,0,110,3
631615826,'留云借風',10000,0,0,1,0,0,7,1
631615836,'bili_58330534135',5000,0,0,0,0,0,1,0
631615838,'bili_631615838',10000,0,0,0,0,0,0,0
631615841,'念念想暴富',10000,0,0,0,0,0,8,1
631615862,'bili_32315488301',10000,0,0,1,1,0,31,0
631615864,'丁恩光医生',10000,0,1,0,0,0,0,7
631615867,'看文轩',10000,0,1,0,0,0,3,0
631615870,'bili_84596275936',10000,0,0,0,1,0,4,0
631615871,'一烨之秋H',10000,0,1,1,0,0,80,2
631615872,'bili_17525196174',5000,0,0,0,0,0,1,0
631615873,'bili_17185629014',5000,0,0,0,0,0,1,0
631615876,'布丁奶茶132',5000,0,0,0,0,0,6,0
631615878,'月夜-观星',10000,1,1,1,0,0,28,3
631615881,'bili_42851886979',10000,0,0,0,0,0,0,0
631615884,'KANG彡KANG',5000,0,0,0,1,0,4,0
631615891,'博君一肖585',5000,0,0,0,1,0,2,0
631615894,'子愧',5000,0,0,0,0,0,37,0
631615902,'bili_22977228903',5000,0,0,0,0,0,3,0
631615906,'朱剑2005',10000,0,0,0,0,0,28,0
631615907,'bili_47419411490',10000,0,0,0,0,0,9,0
631615910,'四月阿卡姆',10000,1,0,1,2,1,51,0
631615923,'瑶瑶0210',5000,0,0,0,0,0,5,0
631615931,'猫猫统治世界OvO',10000,1,0,1,2,1,92,2
631615932,'六六六得六',10000,0,0,1,0,0,14,0
631615946,'譲行',10000,0,0,0,1,0,9,0
631615948,'香辣喵喵爪',10000,1,0,1,1,0,0,1
631615950,'bili_30744689522',5000,0,0,0,0,0,1,0
631615967,'萧然然然然然ya',10000,1,0,1,1,0,38,0
631615978,'bili_26539157221',5000,0,0,0,0,0,2,0
631616009,'克拉斯AC',5000,0,0,0,0,0,1,1
631616012,'語妮',10000,0,0,0,0,0,2,0
631616013,'年轻58o',10000,0,0,1,0,0,74,0
631616023,'汉之约法三章',10000,0,0,1,2,1,100,2
631616031,'bili_25854598517',10000,0,0,0,0,0,0,0
631616033,'hjy8018',10000,0,0,0,0,0,37,3
631616040,'bili_14126946622',10000,0,0,0,0,0,1,0
631616042,'bili_98505846869',5000,0,0,0,0,0,3,0
631616044,'bili_69028389507',5000,0,0,0,0,0,1,0
631616054,'梦时回忆雨',10000,1,0,1,1,1,22,0
631616061,'bili_29665850019',10000,0,0,0,0,0,3,0
631616079,'bili_79952412267',5000,0,0,0,0,0,2,0
631616094,'逸沅月勿',10000,0,0,0,0,0,2,0
631616099,'榕溪r',5000,0,0,0,0,0,2,0
631616102,'cc_10_',10000,0,0,0,1,0,9,0
631616110,'bili_10203796546',10000,0,0,0,0,0,0,0
631616111,'南岛笙是屑',10000,0,1,1,0,0,875,6
631616114,'仙女玥吖_',5000,0,0,0,0,0,21,0
631616117,'bili_32852426258',5000,0,0,0,0,0,1,0
631616123,'bili_65429938067',5000,0,0,0,0,0,1,0
631616125,'bili_90885913806',10000,0,0,0,0,0,7,0
631616126,'金佳子彧',10000,0,0,1,1,0,76,0
631616142,'bili_96246924339',5000,0,0,0,0,0,2,0
631616144,'兔兔372',10000,0,1,0,0,0,4,0
631616153,'bili_60639157966',5000,0,0,0,0,0,1,0
631616168,'bili_20031949323',5000,0,0,0,0,0,2,0
631616175,'bili_27711813573',5000,0,0,0,0,0,1,0
631616179,'雨咖丧',5000,0,0,0,2,1,47,1
631616185,'崽__阿妈对你很失望',10000,1,0,0,0,0,42,0
631616191,'Allen丿D',10000,0,0,1,0,0,19,0
631616195,'bili_30477997521',10000,0,0,0,0,0,0,0
631616247,'周阿奋表演教室',10000,1,1,0,0,0,0,30
631616249,'bili_85787001307',10000,1,0,1,0,0,91,0
631616264,'bili_79252267162',5000,0,0,0,0,0,1,0
631616265,'bili_92011459618',5000,0,0,0,0,0,19,0
631616280,'bili_52490609493',10000,0,0,1,0,0,1,0
631616297,'bili_19319170875',10000,0,0,1,0,0,33,0
631616303,'护食的小崽子',10000,0,0,0,0,0,0,0
631616311,'D木昜C',10000,0,0,0,0,0,6,0
631616316,'卡利亚变异火锅',10000,0,0,0,0,0,157,0
631616317,'bili_69429382556',5000,0,0,0,1,0,0,0
631616327,'bili_50333495248',5000,0,0,0,0,0,2,0
631616347,'bili_35605230519',5000,0,0,0,0,0,4,0
631616349,'bili_93143596362',10000,0,0,0,0,0,9,0
631616364,'bili_19608013931',5000,0,0,0,0,0,2,0
631616369,'奉天之人',10000,0,0,1,2,1,35,0
631616375,'bili_86324865151',5000,0,0,0,0,0,1,0
631616383,'bili_80219041769',5000,0,0,0,0,0,1,0
631616399,'bili_16806885078',10000,0,0,0,0,0,2,0
631616408,'bili_13025003942',5000,0,0,0,0,0,1,0
631616410,'bili_54870166761',5000,0,0,0,0,0,2,0
631616421,'顺顺和狼',10000,0,0,1,1,0,2,0
631616429,'使命召唤搜小杙',5000,0,0,0,0,0,57,2
631616430,'顺顺2022顺顺',5000,0,0,0,0,0,1,0
631616435,'南间观察员-十二',5000,0,0,0,0,0,6,0
631616436,'bili_66973919818',5000,0,0,0,0,0,2,0
631616454,'草根军事馆',5000,0,0,0,0,0,1,0
631616456,'bili_59618539700',5000,0,0,0,0,0,10,0
631616468,'居然改名要七个硬币',10000,0,0,0,0,0,0,3
631616480,'bili_42168447075',5000,0,0,0,0,0,1,0
631616488,'bili_86315268609',5000,0,0,0,0,0,1,0
631616492,'哇塞小星星',10000,1,1,0,0,0,25,0
631616514,'独舞残梦',10000,0,0,0,0,0,0,0
631616528,'bili_631616528',10000,0,0,0,0,0,4,0
631616532,'bili_60151925397',5000,0,0,0,0,0,96,1
631616535,'笙瑶i',5000,0,0,0,0,0,11,0
631616559,'bili_71824852549',10000,0,0,0,0,0,0,0
631616565,'QINHEEEE',5000,0,0,0,0,0,49,0
631616585,'bili_97960748019',10000,0,0,0,0,0,0,0
631616595,'bili_82622110408',5000,0,0,0,0,0,1,0
631616596,'小小小小-0',5000,0,1,0,0,0,0,0
631616612,'bili_21702037000',10000,0,0,0,0,0,1,0
631616618,'玄剑林',10000,0,0,0,1,0,0,0
631616653,'bili_41879255034',5000,0,0,0,0,0,3,0
